Timekeeper ID,Timekeeper Name,Timekeeper Role,Timekeeper Status,Timekeeper Office,Timekeeper Department,Timekeeper Practice Group,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Matter Status,Matter Office,Matter Department,Matter Practice Group,Billing Attorney,Supervising Attorney,Responsible Attorney,Originating Attorney,Budget,Target,Client ID,Client Name,Client Address,Client Status,Client Type,Invoice ID,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Flat Fee Amount,Trust Balance,WIP Amount,AR Amount,Soft Costs,Hard Costs,Phase Code,Task Code,Activity Code,Time Entry Date,Time Entry Hours,Time Entry Description,Profitability Status,Risk Level,Underbilling Flag,Overutilization Flag,Discount Flag
TK5934,Christopher Reid,Of Counsel,Active,London,Employment,M&A,511,337,MT5456,Sanchez v. Higgins,Litigation,Active,New York,Corporate,Family Law,Erica Mayo,Willie Russell,Derrick Burke,Emily Wilson,301168,211,CL4800,"Briggs, Curry and Daniel","879 Cheryl Bypass Suite 914
Gonzalesport, NE 46025",Active,Nonprofit,INV-61886,1/1/2025,169,56953,149,50213,1028,903,88.17,80.09,182,61334,337,0,6382,19651,7635,1516,7222,Appeal,Drafting,Research Case Law,1/9/2025,2,Research Case Law for Sanchez v. Higgins,Profitable,Medium,Yes,Yes,Yes
TK6595,Sabrina Cummings,Associate,Terminated,California,Corporate,M&A,840,642,MT3940,Vance v. Mcknight,M&A,Closed,Sydney,Tax,Criminal Defense,Jason Townsend,Tina Stone,Kim Hunter,Todd Parker,253235,240,CL9791,Tina Jennings,"809 Joseph Curve
Grahambury, AZ 50372",Active,Government,INV-69082,7/4/2023,154,98868,149,95658,144,251,96.75,64.17,169,108498,642,0,4217,11354,7414,3474,622,Document Review,Filing,Client Meeting,9/21/2024,10,Client Meeting for Vance v. Mcknight,Profitable,Medium,No,No,Yes
TK9532,Julia Fox,Of Counsel,Terminated,California,Litigation,Family Law,591,590,MT7304,Howe v. Johnson,Patent Filing,Closed,California,Real Estate,Commercial Litigation,Joel Phillips,Sheryl Jones DVM,Michael Moore,John Maddox,206660,453,CL0299,"Rich, Ward and Stafford","663 Casey Turnpike Apt. 196
South Walter, MA 92490",Inactive,Corporation,INV-73903,12/16/2023,43,25370,28,16520,1824,115,65.12,9.49,55,32450,590,0,6069,15455,5025,4212,1801,Trial,Deposition,Court Appearance,11/5/2024,5,Court Appearance for Howe v. Johnson,Profitable,Medium,Yes,Yes,Yes
TK2273,Charles Lewis,Law Clerk,Terminated,California,Employment,Intellectual Property,620,501,MT9697,Johnson v. Wilson,Litigation,Closed,London,Real Estate,Family Law,Shawn Bradley,Daniel Jefferson,Miguel Gibson,Kara Perry,102168,415,CL9821,Emily Lewis,"7273 Brandy Mission Apt. 489
North Adriennefurt, PW 04445",Inactive,Individual,INV-29718,8/21/2024,128,64128,121,60621,598,715,94.53,30.84,132,66132,501,0,991,2791,210,4916,7737,Settlement,Deposition,Court Appearance,11/29/2024,9,Court Appearance for Johnson v. Wilson,Profitable,Medium,Yes,No,No
TK0569,Brian Johnson,Of Counsel,Terminated,London,Corporate,Criminal Defense,1422,1336,MT2529,Drake v. Young,Litigation,Active,California,Corporate,Commercial Litigation,Brandon Costa,Marc Carter,Katherine Mcbride,Steven Sims,287329,158,CL2788,"Horton, Cook and Summers","1073 Andrew Port
New Alex, KS 20570",Inactive,Nonprofit,INV-00913,5/12/2023,37,49432,35,46760,1519,637,94.59,23.42,47,62792,1336,0,5918,5751,8432,1030,9297,Discovery,Drafting,Court Appearance,11/29/2024,6,Court Appearance for Drake v. Young,Profitable,High,No,Yes,Yes
TK4042,Dr. Elizabeth Gomez DVM,Partner,Terminated,London,Real Estate,Criminal Defense,1321,1233,MT4231,Morse v. Greene,Criminal Case,Active,Sydney,Tax,M&A,Tammy Hunter,Andrew Oneal,Matthew Rogers,Anna Ellis,73154,415,CL6586,Courtney Love,"430 Bailey Throughway Suite 158
Rachelbury, MD 57046",Inactive,Individual,INV-75919,1/8/2025,138,170154,130,160290,1247,108,94.2,33.25,143,176319,1233,0,1366,12883,8962,748,4663,Discovery,Research,Draft Motion,4/21/2024,1,Draft Motion for Morse v. Greene,Profitable,Medium,Yes,Yes,No
TK3083,Kenneth Mahoney,Law Clerk,Active,California,Real Estate,Family Law,942,767,MT7924,Lewis v. Marshall,Patent Filing,Closed,Sydney,Employment,M&A,Cindy Lozano,Raymond Gonzalez,Lydia Harris,Susan Young,90428,442,CL8178,"West, Lynch and Anderson","PSC 3946, Box 9915
APO AE 23914",Inactive,Nonprofit,INV-84830,2/24/2024,42,32214,29,22243,1147,942,69.05,9.5,50,38350,767,5237,7014,5924,8474,1633,5552,Settlement,Research,Court Appearance,10/13/2024,2,Court Appearance for Lewis v. Marshall,Profitable,Medium,Yes,Yes,No
TK2387,Jamie Miller,Law Clerk,Terminated,London,Tax,Commercial Litigation,172,83,MT9709,Martinez v. Velasquez,Patent Filing,Closed,New York,Employment,M&A,James Brown,James Vaughn,Elizabeth Sweeney,Steven Day,329202,446,CL7521,Klein-Avila,"0884 Hayes Turnpike Apt. 831
Lake Jaimestad, VA 30021",Active,Individual,INV-89120,1/5/2024,82,6806,75,6225,958,432,91.46,18.39,100,8300,83,16811,4830,7158,636,1166,5817,Settlement,Deposition,Research Case Law,7/28/2024,3,Research Case Law for Martinez v. Velasquez,Profitable,Medium,No,Yes,Yes
TK9423,Lisa Fields,Paralegal,Terminated,New York,Real Estate,M&A,1300,1250,MT6313,Harding v. Ellis,Patent Filing,Active,London,Corporate,M&A,Samantha Nixon,Gregory Munoz,Timothy Stewart MD,Joshua Huerta,339591,283,CL2372,Timothy Myers,"06441 Mcmillan Centers Apt. 770
Port Kiara, AK 71932",Inactive,Nonprofit,INV-92815,5/12/2023,118,147500,118,147500,1560,533,100,41.7,119,148750,1250,17513,9080,9833,3382,3126,6546,Discovery,Negotiation,Draft Motion,11/4/2024,6,Draft Motion for Harding v. Ellis,Unprofitable,High,No,Yes,Yes
TK0192,Monica Sanchez,Paralegal,Terminated,New York,Employment,M&A,450,324,MT4099,Henry v. Alexander,M&A,Active,London,Tax,M&A,Michael Collins,Amanda Church,Manuel Pearson,Elizabeth Lane,336121,364,CL8431,Jennifer Jones,"4705 Foster Station Suite 169
East Deanport, NC 19612",Active,Government,INV-89582,12/3/2023,121,39204,118,38232,1250,677,97.52,33.24,133,43092,324,0,5559,10166,3575,1868,4049,Trial,Negotiation,Draft Motion,6/27/2024,2,Draft Motion for Henry v. Alexander,Profitable,Medium,No,Yes,No
TK4443,Brandon Lee,Associate,Active,London,Real Estate,Intellectual Property,1439,1307,MT5071,Higgins v. Hobbs,M&A,Active,Toronto,Corporate,Intellectual Property,Marissa Flynn,Brianna Bates,Roy Manning,Miguel Anderson,321599,126,CL3095,Shaun Nguyen,"21479 King Canyon
East Kurtside, WA 60579",Active,Individual,INV-81895,10/17/2024,69,90183,53,69271,1397,56,76.81,54.76,69,90183,1307,0,4584,11939,9958,82,8306,Document Review,Filing,Draft Motion,6/15/2024,2,Draft Motion for Higgins v. Hobbs,Profitable,High,Yes,Yes,Yes
TK6575,Jason Jones,Of Counsel,Active,Toronto,Tax,Criminal Defense,658,533,MT1265,Skinner v. Steele,Divorce,Closed,Toronto,Corporate,Criminal Defense,Renee Luna,Patricia Pena,Carlos Benson MD,Marissa Carter,221704,144,CL1634,Smith Inc,"USS Thomas
FPO AA 12396",Inactive,Corporation,INV-29500,4/29/2024,135,71955,121,64493,1752,903,89.63,93.75,140,74620,533,0,4226,990,1460,3128,9320,Trial,Deposition,Document Review,7/17/2024,10,Document Review for Skinner v. Steele,Profitable,High,No,No,No
TK4343,Melissa Johnson,Associate,Active,California,Litigation,Commercial Litigation,778,695,MT3571,Hanson v. White,Criminal Case,Closed,London,Corporate,Commercial Litigation,Thomas Pierce,Eric Haney,Amber Manning,Beth Smith,488776,488,CL5788,"Webster, Hicks and Walton","29494 Marcus Lights
New Brianna, UT 33097",Inactive,Individual,INV-22004,1/22/2025,126,87570,126,87570,1346,475,100,25.82,139,96605,695,0,1011,10138,8426,3018,4902,Discovery,Drafting,Research Case Law,11/26/2024,1,Research Case Law for Hanson v. White,Profitable,Low,No,No,No
TK4596,Anthony Zimmerman,Of Counsel,Active,London,Real Estate,M&A,1209,1159,MT7136,Nelson v. Wood,Patent Filing,Closed,Sydney,Real Estate,Intellectual Property,Christopher Rodriguez,Robert Gibbs,Erik Holden,Cheryl Flynn,426486,364,CL8030,"King, Williamson and Cunningham","994 Bell Freeway
East Monica, FL 18871",Inactive,Corporation,INV-13188,6/18/2023,148,171532,143,165737,1341,471,96.62,40.66,149,172691,1159,0,2854,18896,8318,924,779,Discovery,Filing,Client Meeting,12/21/2024,4,Client Meeting for Nelson v. Wood,Profitable,Low,Yes,Yes,Yes
TK4845,John Webb,Paralegal,Active,New York,Tax,M&A,736,708,MT8544,Graham v. Lewis,Criminal Case,Active,London,Corporate,Commercial Litigation,Stephen Cobb,Melissa Flowers,Emily Cisneros,Anthony Schwartz,459982,168,CL2945,"Mullins, Griffith and Pennington","657 Aaron Skyway Suite 253
Frenchmouth, PR 10600",Active,Nonprofit,INV-14838,10/4/2024,63,44604,43,30444,423,160,68.25,37.5,71,50268,708,0,1025,15628,2665,994,6684,Trial,Filing,Court Appearance,6/8/2024,4,Court Appearance for Graham v. Lewis,Unprofitable,High,No,No,No
TK2045,Meghan Mccoy,Of Counsel,Terminated,California,Litigation,M&A,1039,974,MT7157,Vincent v. Mills,M&A,Closed,California,Corporate,M&A,Tammy Edwards,Catherine Perez,Paula Howard,Crystal Ali,407739,406,CL7937,Mcclure-Price,"5641 Delacruz Expressway Apt. 105
North Breannaville, VA 61657",Inactive,Government,INV-27858,1/12/2024,72,70128,57,55518,653,566,79.17,17.73,78,75972,974,0,7572,2380,1916,1303,1714,Settlement,Filing,Court Appearance,6/2/2024,2,Court Appearance for Vincent v. Mills,Unprofitable,Low,Yes,Yes,Yes
TK6621,Arthur Taylor,Paralegal,Terminated,New York,Litigation,Family Law,1308,1146,MT5351,Martinez v. Aguirre,M&A,Closed,London,Tax,Intellectual Property,Diane Zhang,Julie Ortega,Paul Williams,Kevin Stephenson,452662,113,CL9446,"Pierce, Walton and Roman","908 Gomez Plains
Beckbury, ID 41061",Inactive,Nonprofit,INV-58863,3/23/2023,61,69906,57,65322,24,530,93.44,53.98,69,79074,1146,17811,5400,3217,8318,2063,8450,Document Review,Deposition,Document Review,6/24/2024,1,Document Review for Martinez v. Aguirre,Profitable,High,Yes,Yes,No
TK2499,Melissa Brown,Paralegal,Terminated,Sydney,Employment,Criminal Defense,1345,1310,MT0618,Bailey v. Dunlap,Patent Filing,Active,Toronto,Tax,Intellectual Property,Heather Jenkins,Amanda Torres,Joshua Gonzalez,Shannon Clay MD,229026,406,CL4196,Lee Ltd,"156 Murphy Motorway
Flowersfurt, VI 48086",Inactive,Government,INV-12453,4/25/2023,74,96940,66,86460,1074,144,89.19,18.23,78,102180,1310,0,2864,1413,7441,3171,4870,Trial,Research,Client Meeting,1/1/2025,5,Client Meeting for Bailey v. Dunlap,Profitable,Low,No,Yes,Yes
TK1708,Rita Fitzpatrick,Partner,Active,California,Real Estate,Commercial Litigation,1239,1078,MT0873,Davenport v. Price,Divorce,Active,London,Real Estate,Criminal Defense,Max Palmer,Sharon Schmidt,Charles Ellis,Michael Jackson,327138,140,CL3919,Stephenson-Adkins,"2161 Chambers Heights
West John, ND 02265",Active,Corporation,INV-62767,6/23/2024,35,37730,24,25872,370,48,68.57,25,38,40964,1078,32699,1034,15301,1374,2795,3055,Trial,Research,Research Case Law,10/9/2024,6,Research Case Law for Davenport v. Price,Profitable,High,No,Yes,Yes
TK5266,James Williams,Paralegal,Terminated,California,Corporate,Family Law,972,824,MT9301,Roberts v. Young,Patent Filing,Closed,Toronto,Litigation,Commercial Litigation,Jimmy Stephens,Hunter Marshall,Charlotte Luna,Chad Duran,414702,478,CL2954,Amanda Parker,"010 Thomas Land Suite 797
Andrewland, OH 39464",Active,Individual,INV-41113,3/21/2024,87,71688,78,64272,721,6,89.66,18.2,101,83224,824,0,7113,2157,9306,4951,8768,Trial,Drafting,Court Appearance,10/14/2024,5,Court Appearance for Roberts v. Young,Unprofitable,Low,No,No,Yes
TK1317,Donald Smith,Of Counsel,Active,New York,Tax,Family Law,667,514,MT8971,Johnson v. Miller,Criminal Case,Active,London,Tax,M&A,Robert Robinson,Ian Boyd,Alexander Garcia,Casey Scott,58754,379,CL9910,Olson-Cohen,"2874 Kayla Wells Suite 598
West Sandra, ND 95382",Inactive,Corporation,INV-91372,12/8/2024,40,20560,23,11822,706,145,57.5,10.55,51,26214,514,28627,3163,19851,3904,530,1714,Discovery,Drafting,Draft Motion,10/13/2024,4,Draft Motion for Johnson v. Miller,Unprofitable,Low,Yes,No,Yes
TK2648,Christine Carrillo,Paralegal,Active,Sydney,Real Estate,M&A,409,287,MT2610,Taylor v. Owens,Criminal Case,Active,Sydney,Corporate,Commercial Litigation,Kimberly Barton,Rebecca Wood,Sophia Powell,Jennifer Byrd,339834,295,CL8586,Danny Franco,"0636 Chen Crescent
North Victoria, SD 16328",Inactive,Government,INV-26600,9/1/2023,38,10906,26,7462,739,903,68.42,12.88,38,10906,287,42323,2447,10852,4921,60,4032,Settlement,Drafting,Client Meeting,1/20/2025,7,Client Meeting for Taylor v. Owens,Unprofitable,Medium,Yes,Yes,No
TK6751,Susan Burgess,Partner,Active,California,Tax,M&A,1351,1325,MT8787,Parker v. Abbott,Litigation,Active,New York,Real Estate,Intellectual Property,Donna Suarez,Elaine Mora,Brenda Turner,Taylor Harvey,321027,368,CL7785,"Hutchinson, Duran and Bell","33143 Andrew Station
Mccormickton, HI 11687",Inactive,Nonprofit,INV-20935,2/19/2025,63,83475,50,66250,375,985,79.37,17.12,75,99375,1325,0,7980,15190,6174,1689,2114,Trial,Filing,Court Appearance,7/27/2024,3,Court Appearance for Parker v. Abbott,Profitable,High,Yes,No,No
TK8910,Juan Vargas,Associate,Active,Sydney,Employment,M&A,685,562,MT2181,Watts v. Gordon,Divorce,Active,New York,Litigation,Criminal Defense,Nicholas Williams,Aaron Blair,Jasmine Young,Scott Richard,435022,396,CL6937,Crystal Young,"44045 Steve Glen Suite 085
Lindachester, AL 14661",Inactive,Government,INV-51480,8/3/2023,143,80366,136,76432,245,967,95.1,36.11,144,80928,562,0,2275,9195,2107,489,8468,Trial,Filing,Research Case Law,9/26/2024,5,Research Case Law for Watts v. Gordon,Profitable,Medium,No,Yes,No
TK7646,Tanner Hess,Law Clerk,Active,Sydney,Tax,Intellectual Property,907,873,MT0461,Nichols v. Faulkner,Patent Filing,Closed,Sydney,Corporate,Criminal Defense,Christopher Jacobs,Peter Johnson,Cynthia Ramsey,Timothy Chambers,426087,410,CL9592,Cunningham-Rogers,"28491 Heidi Knolls
West Timothymouth, SC 73275",Inactive,Government,INV-99239,2/7/2025,24,20952,12,10476,1328,240,50,5.85,26,22698,873,0,2910,3714,1215,4449,4268,Appeal,Negotiation,Research Case Law,6/11/2024,9,Research Case Law for Nichols v. Faulkner,Unprofitable,High,Yes,No,No
TK2513,Emma Harris,Law Clerk,Terminated,New York,Corporate,Commercial Litigation,344,164,MT7081,Rodriguez v. Cervantes,Criminal Case,Closed,Sydney,Litigation,Criminal Defense,Destiny Rivera,Michael Reed,Richard Friedman,Alan Flores,274366,198,CL5760,"Everett, Russell and Meyers","0471 Rios Trace Suite 292
Thomasmouth, NM 49305",Inactive,Corporation,INV-00026,11/17/2024,143,23452,131,21484,511,80,91.61,72.22,149,24436,164,0,6760,1049,7380,334,1994,Discovery,Filing,Court Appearance,1/7/2025,5,Court Appearance for Rodriguez v. Cervantes,Unprofitable,High,Yes,Yes,No
TK3561,Margaret Ward,Associate,Active,New York,Litigation,Criminal Defense,1439,1366,MT9642,Rogers v. Gibson,M&A,Active,London,Corporate,M&A,Kristy Hernandez,Heather Green,Dylan Mccann,Laura Reed,178946,123,CL4732,"Gregory, Silva and Adkins","066 Henry Dale
Charlenefurt, MN 70151",Active,Government,INV-77195,8/28/2023,121,165286,106,144796,508,22,87.6,98.37,125,170750,1366,35178,8724,254,1752,698,8782,Discovery,Drafting,Draft Motion,1/29/2025,3,Draft Motion for Rogers v. Gibson,Profitable,High,Yes,Yes,Yes
TK9740,Colleen Mitchell,Associate,Terminated,New York,Tax,M&A,541,482,MT7637,Raymond v. Hicks,Litigation,Active,Toronto,Employment,M&A,Heidi Bailey,Kimberly Cross,Krystal James,Melissa Gregory,239799,130,CL1664,"Phillips, Haynes and Hendricks","46648 Ryan Junctions
West Cindy, PW 23081",Active,Government,INV-25493,6/13/2024,97,46754,77,37114,1263,94,79.38,74.62,105,50610,482,44630,885,7371,9144,4095,2602,Document Review,Deposition,Research Case Law,3/25/2024,2,Research Case Law for Raymond v. Hicks,Profitable,Low,Yes,No,No
TK9288,Andres Harris,Partner,Active,New York,Employment,Commercial Litigation,1118,1082,MT1438,Gonzalez v. Byrd,M&A,Closed,Toronto,Real Estate,Family Law,Jeffrey Lambert,Jennifer Whitaker,Donald Schmidt,Anthony Gay,206436,387,CL2718,James Phillips,"841 Sean Groves
Terrystad, WI 78066",Inactive,Government,INV-79358,8/5/2023,75,81150,62,67084,725,190,82.67,19.38,77,83314,1082,0,1526,51,4630,542,5318,Appeal,Deposition,Document Review,4/22/2024,10,Document Review for Gonzalez v. Byrd,Unprofitable,High,No,No,Yes
TK5317,Michael Thornton,Associate,Active,Sydney,Corporate,Commercial Litigation,1453,1292,MT0587,Petty v. Hoffman,M&A,Closed,London,Employment,Commercial Litigation,Julie Kim,Ronald Robbins DDS,James Pace,Raymond Atkinson,141420,446,CL1382,Jackson-Johnson,"33460 James Glen
Port Rachaelland, UT 85413",Inactive,Nonprofit,INV-15290,12/5/2024,52,67184,35,45220,1362,511,67.31,11.66,65,83980,1292,20496,9786,8365,5464,1804,1522,Trial,Deposition,Document Review,12/25/2024,1,Document Review for Petty v. Hoffman,Profitable,Medium,Yes,No,Yes
TK6759,Joshua Sanchez,Partner,Active,Sydney,Tax,M&A,989,882,MT7004,Moore v. Jefferson,Litigation,Active,Toronto,Tax,M&A,Rebecca Griffin,Justin Nguyen,Bryan Hall,Veronica Wilkinson MD,145636,493,CL7271,Elizabeth Marshall,"87906 Jasmin Well Apt. 785
Theresaport, MA 25940",Active,Individual,INV-41325,11/29/2023,41,36162,25,22050,1820,218,60.98,8.32,42,37044,882,0,3658,5076,6702,78,2955,Trial,Drafting,Client Meeting,9/23/2024,4,Client Meeting for Moore v. Jefferson,Unprofitable,Medium,Yes,Yes,Yes
TK7811,Brandon Drake,Of Counsel,Active,Toronto,Litigation,M&A,346,276,MT9024,Smith v. Whitney,M&A,Closed,New York,Real Estate,Commercial Litigation,Ricardo Best,Sara Blevins,Lindsey Brown,David Gregory,428442,499,CL3707,Sullivan LLC,"USS French
FPO AE 53755",Inactive,Nonprofit,INV-48021,5/11/2024,108,29808,106,29256,1621,35,98.15,21.64,117,32292,276,0,8717,18075,8254,4888,4844,Trial,Drafting,Document Review,1/14/2025,2,Document Review for Smith v. Whitney,Unprofitable,Medium,No,Yes,Yes
TK7431,Kevin Black,Law Clerk,Active,Toronto,Corporate,M&A,1142,947,MT9947,Hall v. Nash,Litigation,Active,London,Tax,Intellectual Property,Lisa Mathis,Melissa Jones,Elizabeth Baker,Leslie Flowers,84281,485,CL9854,"Williamson, Beard and Harris","15861 Jessica Parkways Suite 752
Lisachester, FL 21575",Inactive,Nonprofit,INV-88591,8/12/2023,34,32198,25,23675,923,251,73.53,7.01,36,34092,947,0,8044,5424,5509,1853,4217,Trial,Negotiation,Court Appearance,9/4/2024,6,Court Appearance for Hall v. Nash,Profitable,Low,Yes,No,Yes
TK2327,Sherry Davidson,Paralegal,Active,Sydney,Employment,Criminal Defense,578,537,MT6493,Webster v. Allen,Litigation,Active,London,Corporate,Intellectual Property,Cynthia Carlson,Adam Duran,Jimmy Palmer,Angela Torres,385075,361,CL6370,Garcia Group,"94322 Logan Shore Suite 561
Jennifershire, AK 96568",Active,Government,INV-54063,3/19/2024,180,96660,168,90216,1437,87,93.33,49.86,182,97734,537,0,2525,2975,145,1949,9822,Appeal,Research,Client Meeting,1/13/2025,7,Client Meeting for Webster v. Allen,Profitable,High,Yes,No,Yes
TK0411,Michael Miller,Paralegal,Active,New York,Employment,Commercial Litigation,1435,1348,MT2624,Hernandez v. Ward,Litigation,Active,New York,Tax,Criminal Defense,Kristen Cole,Karen Kim,Steven Brown,Kaitlin Dixon,205050,398,CL9187,Hernandez-Cross,"787 Jackson Neck
Port Bryan, DC 56118",Active,Individual,INV-03256,12/5/2023,151,203548,141,190068,499,98,93.38,37.94,157,211636,1348,0,778,7384,7399,3767,8278,Trial,Drafting,Court Appearance,5/29/2024,5,Court Appearance for Hernandez v. Ward,Unprofitable,High,No,No,No
TK2729,Peggy Mitchell,Associate,Terminated,New York,Litigation,Commercial Litigation,1399,1366,MT8374,Boyle v. Thornton,Patent Filing,Active,Sydney,Real Estate,Intellectual Property,Monica Campbell,Christopher Myers,James Lopez,Alexa Malone,171722,117,CL9699,Madeline Wilcox,"702 Victor Crossroad Apt. 590
Clarkton, VI 88292",Inactive,Nonprofit,INV-03098,1/8/2025,75,102450,66,90156,952,450,88,64.1,83,113378,1366,0,9784,9831,3246,708,8188,Settlement,Deposition,Research Case Law,2/21/2025,5,Research Case Law for Boyle v. Thornton,Profitable,Low,Yes,Yes,No
TK2205,Destiny Velasquez,Partner,Active,California,Litigation,Criminal Defense,191,179,MT6141,Gomez v. Duran,Criminal Case,Closed,California,Litigation,Commercial Litigation,Brian Lucas,Amanda Rodriguez,Daniel Wright,Timothy Wilkins,464238,451,CL9819,Rebecca Rodriguez,"4970 Alex Extension
Leehaven, AR 11325",Inactive,Nonprofit,INV-29924,8/7/2024,139,24881,121,21659,1372,972,87.05,30.82,149,26671,179,25682,7540,8359,7920,1814,903,Discovery,Drafting,Client Meeting,2/12/2025,10,Client Meeting for Gomez v. Duran,Profitable,Medium,Yes,No,Yes
TK4156,Jennifer Lawson,Of Counsel,Active,New York,Real Estate,Commercial Litigation,324,144,MT0355,Watson v. Adams,Criminal Case,Active,London,Corporate,Intellectual Property,Jeffrey Sims,Mrs. Brianna Taylor,Kyle Cooley,Jeffery Reed,327098,236,CL3710,Lisa Black,"2102 Christopher Villages Suite 357
West Devin, CO 41151",Active,Government,INV-07743,10/19/2024,80,11520,78,11232,482,442,97.5,33.9,86,12384,144,49960,1834,8213,3862,4032,1669,Document Review,Drafting,Client Meeting,10/17/2024,5,Client Meeting for Watson v. Adams,Profitable,Low,Yes,No,No
TK8687,Susan Snow,Of Counsel,Terminated,California,Corporate,Criminal Defense,749,709,MT4929,Wilson v. Stewart,Divorce,Closed,Toronto,Tax,M&A,Timothy Williams,Jeffrey Barron,Phillip Mason,Gordon Nguyen,294487,207,CL2092,Smith-Lewis,"090 George Isle
Simonhaven, GA 63149",Inactive,Corporation,INV-75551,8/12/2023,38,26942,37,26233,429,162,97.37,18.36,58,41122,709,39849,5359,5237,5128,182,5208,Discovery,Research,Draft Motion,12/11/2024,4,Draft Motion for Wilson v. Stewart,Unprofitable,Low,Yes,No,Yes
TK4217,Jesus Lewis,Law Clerk,Terminated,California,Tax,Commercial Litigation,877,861,MT0005,Cardenas v. Taylor,Litigation,Active,Sydney,Corporate,M&A,Kelly Byrd,Natasha Martinez,Elizabeth Morrow,Nicholas Hernandez,278024,130,CL2670,Roberts Group,"5984 Pearson Knolls Apt. 563
South Gavin, RI 64738",Active,Individual,INV-13690,3/3/2024,114,98154,114,98154,98,961,100,87.69,126,108486,861,18065,222,9003,6409,1086,6582,Trial,Deposition,Document Review,2/3/2025,3,Document Review for Cardenas v. Taylor,Unprofitable,High,Yes,No,Yes
TK9725,Joshua Chen,Law Clerk,Terminated,Sydney,Tax,Intellectual Property,1005,873,MT3714,Reyes v. Vasquez,Criminal Case,Active,California,Corporate,Intellectual Property,Justin Marsh,Erik Gomez,Mrs. Michelle Cameron,Willie Thomas,157540,107,CL7692,Austin Fischer,"52535 King Station Suite 529
East Vincent, OH 21551",Inactive,Government,INV-57812,6/11/2024,129,112617,114,99522,1664,394,88.37,120.56,131,114363,873,0,1178,1222,6936,616,1459,Trial,Deposition,Court Appearance,5/28/2024,10,Court Appearance for Reyes v. Vasquez,Unprofitable,High,No,No,No
TK2736,James Lawrence,Associate,Active,London,Employment,Family Law,303,248,MT3635,Coleman v. Mitchell,M&A,Closed,California,Real Estate,Criminal Defense,Laura Miller,Brad Farmer,Todd Smith,David Dougherty,402993,102,CL4035,Jennifer Cunningham,"USCGC Hurst
FPO AE 17152",Active,Government,INV-27727,3/6/2024,59,14632,42,10416,1086,863,71.19,57.84,78,19344,248,0,4393,7441,1546,4525,3120,Appeal,Negotiation,Court Appearance,6/1/2024,10,Court Appearance for Coleman v. Mitchell,Profitable,Low,Yes,Yes,Yes
TK6178,Gwendolyn Baxter,Law Clerk,Active,London,Litigation,Intellectual Property,738,565,MT5038,Smith v. Parker,M&A,Active,Toronto,Employment,Criminal Defense,Victoria Bernard,Elijah Garcia,John Allen,Melody Guerrero,467055,142,CL4936,"Rodriguez, Davis and Rojas","40089 Ross Circle
Colemanfort, WY 75801",Active,Individual,INV-33777,4/7/2024,174,98310,171,96615,1379,121,98.28,122.54,186,105090,565,0,5081,12781,8264,4715,9966,Appeal,Research,Document Review,6/22/2024,2,Document Review for Smith v. Parker,Unprofitable,High,Yes,Yes,No
TK5666,Jennifer Bowers,Partner,Active,Sydney,Employment,Family Law,977,778,MT5179,Simmons v. Chandler,Divorce,Closed,California,Corporate,M&A,Michael Green,Stephen Harrington,Janet Lopez,Scott Vincent,419476,388,CL9942,"Mendoza, Hansen and Peterson","49617 Jonathan Mountain Apt. 674
Cruzbury, IL 87368",Active,Nonprofit,INV-56155,5/24/2024,123,95694,115,89470,1959,287,93.5,31.7,143,111254,778,0,3598,6245,4960,4960,2906,Document Review,Drafting,Court Appearance,3/16/2025,6,Court Appearance for Simmons v. Chandler,Profitable,High,Yes,No,No
TK3862,Thomas Brown,Paralegal,Terminated,California,Corporate,Intellectual Property,1309,1283,MT5809,Stafford v. Johnson,M&A,Active,London,Employment,M&A,Janet Harris,Donna Williams,Leah Hall,Justin Rice,232000,382,CL7367,Lozano-Decker,"37625 Bolton Circles
Isaacfort, SD 24109",Active,Government,INV-06546,7/25/2023,38,48754,25,32075,1207,118,65.79,9.95,40,51320,1283,0,1198,5978,5059,4898,7552,Settlement,Deposition,Draft Motion,2/14/2025,8,Draft Motion for Stafford v. Johnson,Unprofitable,Low,No,No,No
TK7849,Tammy Brown,Paralegal,Terminated,New York,Litigation,Intellectual Property,419,405,MT6991,Chavez v. Rhodes,Patent Filing,Active,London,Corporate,Intellectual Property,Meredith Cox,Eric Sanchez,Mrs. Katrina Dawson DDS,Tracy Peterson,273428,316,CL2584,Curry-Flores,"55396 Weeks Valleys
Claytonmouth, KS 46039",Inactive,Corporation,INV-96552,10/18/2024,52,21060,49,19845,1139,245,94.23,16.46,61,24705,405,22987,7930,11350,9204,2073,901,Discovery,Drafting,Court Appearance,6/20/2024,5,Court Appearance for Chavez v. Rhodes,Unprofitable,Low,No,Yes,Yes
