Timekeeper ID,Timekeeper Name,Timekeeper Role,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Client ID,Client Name,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Time Entry Date,Time Entry Hours,Time Entry Description,Underbilling Flag,Discount Flag
TK5399,Tracy Flowers,Associate,834,814,MT1064,Jones v. Dean,Patent Filing,CL7290,"Thomas, Williamson and Yu",8/29/2023,91,74074,83,67562,332,330,91.21,19.65,106,86284,814,10/25/2024,10,Client Meeting for Jones v. Dean,No,No
TK1384,Misty Carter,Associate,1177,1155,MT3208,Boyd v. Scott,M&A,CL1397,Sanchez PLC,7/25/2024,57,65835,40,46200,290,743,70.18,18.27,66,76230,1155,4/25/2024,5,Document Review for Boyd v. Scott,Yes,Yes
TK5311,Mr. Cory Turner,Law Clerk,1271,1191,MT1604,Acevedo v. Moore,M&A,CL1312,"Wong, Johnson and Smith",10/29/2024,164,195324,161,191751,1845,414,98.17,89.13,173,206043,1191,8/22/2024,2,Court Appearance for Acevedo v. Moore,No,No
TK1030,Brittany Stanley,Paralegal,1327,1193,MT2873,Fuentes v. Singleton,Criminal Case,CL1082,Anthony Williams,4/15/2023,89,106177,79,94247,1125,764,88.76,34.63,109,130037,1193,5/19/2024,6,Document Review for Fuentes v. Singleton,No,No
TK3286,Steven Peterson,Law Clerk,1110,1022,MT3329,Schroeder v. Barnett,Litigation,CL2123,Arthur Rivas,4/2/2024,20,20440,19,19418,497,738,95,5.45,28,28616,1022,9/21/2024,7,Research Case Law for Schroeder v. Barnett,Yes,Yes
TK6130,Cheryl Carter,Associate,1259,1140,MT2046,Garcia v. Whitehead,Patent Filing,CL7435,Hall-Mccarthy,6/18/2024,20,22800,18,20520,1339,239,90,5.49,25,28500,1140,7/25/2024,4,Research Case Law for Garcia v. Whitehead,Yes,No
TK3027,Bryan Edwards,Partner,217,101,MT2641,Vazquez v. Hall,Patent Filing,CL4313,Romero and Sons,6/28/2023,114,11514,105,10605,1198,166,92.11,52.05,115,11615,101,9/28/2024,10,Client Meeting for Vazquez v. Hall,No,No
TK9971,Caroline Zimmerman,Paralegal,1200,1100,MT6598,Booth v. Russell,Litigation,CL9984,"King, Shelton and Green",2/8/2024,80,88000,64,70400,553,357,80,39.8,99,108900,1100,7/20/2024,7,Research Case Law for Booth v. Russell,No,No
TK4741,Julie Becker,Associate,833,655,MT3739,Walter v. Leach,M&A,CL2184,Flores Ltd,6/26/2024,37,24235,37,24235,275,87,100,9.89,43,28165,655,12/30/2024,3,Client Meeting for Walter v. Leach,Yes,No
TK1126,Dana Fisher,Of Counsel,1145,1068,MT5547,Guzman v. Harris,Criminal Case,CL6253,Acosta-Hughes,5/15/2024,98,104664,85,90780,1657,622,86.73,31.61,109,116412,1068,2/7/2025,6,Draft Motion for Guzman v. Harris,Yes,Yes
TK4344,Rodney Green,Paralegal,504,326,MT7167,Grant v. Hoover,Patent Filing,CL7676,Teresa Hull,3/19/2024,192,62592,175,57050,924,142,91.15,122.29,199,64874,326,12/16/2024,5,Research Case Law for Grant v. Hoover,Yes,Yes
TK0281,Michael Berry,Paralegal,648,524,MT4725,Conrad v. Parks,Criminal Case,CL5431,Gomez-Carter,4/10/2023,80,41920,80,41920,954,436,100,17.54,89,46636,524,12/18/2024,9,Document Review for Conrad v. Parks,Yes,No
TK7929,Anna Richardson,Paralegal,1385,1261,MT5766,Rios v. Roy,Litigation,CL5709,Contreras LLC,12/13/2024,93,117273,88,110968,823,493,94.62,29.62,100,126100,1261,11/11/2024,5,Client Meeting for Rios v. Roy,No,No
TK1877,Jo Summers,Partner,1234,1192,MT7295,Gates v. Thornton,Patent Filing,CL2115,Parker and Sons,10/14/2024,27,32184,18,21456,1802,777,66.67,6.15,32,38144,1192,1/24/2025,2,Draft Motion for Gates v. Thornton,Yes,Yes
TK5133,Anthony Morris,Of Counsel,683,665,MT9928,Alvarado v. Woods,M&A,CL0400,Mary Bailey,1/2/2024,159,105735,159,105735,1427,717,100,99.38,178,118370,665,6/11/2024,10,Draft Motion for Alvarado v. Woods,No,Yes
TK9206,Molly Henry,Associate,183,74,MT6400,Mcconnell v. Clark,Divorce,CL2442,Nelson-Barnes,2/4/2025,36,2664,21,1554,242,712,58.33,9.55,42,3108,74,3/6/2025,2,Document Review for Mcconnell v. Clark,No,No
TK3659,Christopher Schmitt,Law Clerk,1327,1213,MT9506,Mullen v. Hall,Divorce,CL9665,Rios and Sons,1/30/2024,120,145560,106,128578,463,146,88.33,106.19,131,158903,1213,1/9/2025,3,Research Case Law for Mullen v. Hall,No,Yes
TK1042,Katie Rice,Law Clerk,1117,1076,MT9306,Riddle v. Li,Divorce,CL5263,Nichols and Sons,12/29/2023,55,59180,41,44116,433,671,74.55,19.1,57,61332,1076,8/31/2024,8,Research Case Law for Riddle v. Li,No,No
TK8610,Victor Bauer,Associate,217,118,MT6466,Aguilar v. Hernandez,Litigation,CL0549,"Cuevas, Fisher and Johnson",11/12/2023,189,22302,182,21476,1896,593,96.3,113.86,199,23482,118,12/10/2024,5,Court Appearance for Aguilar v. Hernandez,No,No
TK2119,Tabitha Duncan,Paralegal,663,539,MT0132,Swanson v. Farrell,Litigation,CL1721,Baldwin-Ward,2/7/2025,129,69531,111,59829,1396,212,86.05,124.04,146,78694,539,3/20/2024,4,Draft Motion for Swanson v. Farrell,Yes,No
TK7360,Donald Miller,Partner,805,633,MT7449,Simon v. Huynh,M&A,CL7211,Kelley Inc,6/7/2023,194,122802,194,122802,618,929,100,150.39,194,122802,633,6/6/2024,8,Client Meeting for Simon v. Huynh,No,No
TK0668,Nicole Ochoa,Law Clerk,973,965,MT6722,Lara v. Schaefer,M&A,CL9579,Chandler-Palmer,1/5/2025,119,114835,118,113870,859,548,99.16,25,132,127380,965,8/29/2024,1,Document Review for Lara v. Schaefer,No,Yes
TK4843,Kristen Hall,Associate,913,814,MT4628,Lee v. Bryant,Criminal Case,CL8514,Davis-Thompson,2/25/2025,67,54538,64,52096,120,161,95.52,28.76,85,69190,814,11/6/2024,10,Court Appearance for Lee v. Bryant,No,Yes
TK1220,Cassandra Mullen,Of Counsel,560,539,MT6403,Robinson v. Lucero,Divorce,CL9827,Lewis Group,12/23/2023,46,24794,45,24255,847,466,97.83,14.84,49,26411,539,4/25/2024,5,Court Appearance for Robinson v. Lucero,No,Yes
TK2213,George Russell DDS,Partner,412,396,MT6794,Collins v. Carr,M&A,CL2496,Malone-Douglas,7/1/2023,99,39204,79,31284,370,998,79.8,49.25,112,44352,396,2/19/2025,7,Draft Motion for Collins v. Carr,No,No
TK6536,Matthew Colon,Of Counsel,1270,1116,MT6111,Welch v. Clark,M&A,CL9701,Chen PLC,9/18/2024,143,159588,134,149544,1904,555,93.71,30.04,149,166284,1116,8/2/2024,2,Draft Motion for Welch v. Clark,No,No
TK9242,Dr. Tammy Copeland,Paralegal,581,421,MT7974,Martinez v. Larson,M&A,CL9231,King Ltd,10/16/2023,103,43363,100,42100,1874,996,97.09,22.84,111,46731,421,6/3/2024,6,Research Case Law for Martinez v. Larson,Yes,Yes
TK2587,Patrick Hall,Law Clerk,1009,986,MT8526,Johnson v. Roman,Divorce,CL8839,"Warren, Rogers and Warren",9/21/2024,48,47328,36,35496,1442,661,75,14.72,53,52258,986,8/1/2024,2,Document Review for Johnson v. Roman,Yes,No
TK1768,Daniel Evans,Law Clerk,1435,1395,MT0582,Pineda v. Wade,Litigation,CL3166,"Wilson, Erickson and Hobbs",10/29/2024,163,227385,157,219015,1354,312,96.32,63.42,178,248310,1395,1/20/2025,5,Court Appearance for Pineda v. Wade,Yes,No
TK8815,Ian Casey,Associate,662,492,MT0861,Wolf v. Fuller,Patent Filing,CL2807,Bailey-Li,6/13/2024,32,15744,15,7380,437,131,46.88,22.7,46,22632,492,10/6/2024,7,Court Appearance for Wolf v. Fuller,Yes,Yes
TK6852,Christopher Mckee,Law Clerk,1324,1193,MT7580,Larsen v. Hoffman,Patent Filing,CL1990,Ford and Sons,10/19/2023,170,202810,152,181336,391,837,89.41,91.4,190,226670,1193,3/27/2024,3,Research Case Law for Larsen v. Hoffman,No,No
TK2458,Ryan Chapman,Partner,569,545,MT3363,Romero v. Jenkins,Patent Filing,CL6587,Sandra Rivera,5/18/2024,141,76845,134,73030,1174,528,95.04,37.2,154,83930,545,9/9/2024,6,Document Review for Romero v. Jenkins,Yes,No
TK8509,Darlene Cox,Partner,1255,1227,MT7935,Jordan v. Rodriguez,M&A,CL8710,Fisher-Ferguson,8/11/2024,144,176688,135,165645,1572,585,93.75,91.72,155,190185,1227,7/11/2024,2,Research Case Law for Jordan v. Rodriguez,No,No
TK5750,Joseph Mcmahon,Of Counsel,1279,1259,MT0173,Marshall v. Taylor,Litigation,CL3750,Sean Howard,1/18/2025,145,182555,140,176260,1880,588,96.55,48.49,154,193886,1259,7/11/2024,2,Court Appearance for Marshall v. Taylor,Yes,No
TK1875,Shannon White,Paralegal,438,376,MT8904,Walker v. Garcia,Patent Filing,CL1510,Klein-Peterson,2/9/2024,50,18800,38,14288,568,454,76,23.36,59,22184,376,11/29/2024,10,Research Case Law for Walker v. Garcia,Yes,Yes
TK0157,Nancy Rodriguez,Law Clerk,964,828,MT6667,Mason v. Carlson,Litigation,CL6038,Fuller-Holmes,7/16/2024,60,49680,58,48024,1930,724,96.67,37.74,64,52992,828,2/18/2025,5,Research Case Law for Mason v. Carlson,Yes,Yes
TK8116,Angel Patton,Of Counsel,656,641,MT3508,Williams v. Baker,Litigation,CL1280,Harris Inc,11/6/2023,78,49998,58,37178,113,406,74.36,15.63,88,56408,641,11/11/2024,10,Document Review for Williams v. Baker,Yes,No
TK4451,William Reynolds,Law Clerk,1451,1392,MT9815,Roberts v. Harper,Divorce,CL7705,"Hart, Hudson and Scott",3/16/2024,91,126672,84,116928,1500,10,92.31,31.27,107,148944,1392,8/15/2024,2,Research Case Law for Roberts v. Harper,Yes,Yes
TK3169,Brittany Wiley,Law Clerk,1104,965,MT4495,Deleon v. Smith,Litigation,CL9335,"Caldwell, Martinez and Padilla",1/20/2025,169,163085,155,149575,739,106,91.72,64.26,179,172735,965,6/5/2024,7,Research Case Law for Deleon v. Smith,No,Yes
TK5934,Christopher Reid,Of Counsel,511,337,MT5456,Sanchez v. Higgins,Litigation,CL4800,"Briggs, Curry and Daniel",1/1/2025,169,56953,149,50213,1028,903,88.17,80.09,182,61334,337,1/9/2025,2,Research Case Law for Sanchez v. Higgins,Yes,Yes
TK6595,Sabrina Cummings,Associate,840,642,MT3940,Vance v. Mcknight,M&A,CL9791,Tina Jennings,7/4/2023,154,98868,149,95658,144,251,96.75,64.17,169,108498,642,9/21/2024,10,Client Meeting for Vance v. Mcknight,No,Yes
TK9532,Julia Fox,Of Counsel,591,590,MT7304,Howe v. Johnson,Patent Filing,CL0299,"Rich, Ward and Stafford",12/16/2023,43,25370,28,16520,1824,115,65.12,9.49,55,32450,590,11/5/2024,5,Court Appearance for Howe v. Johnson,Yes,Yes
TK2273,Charles Lewis,Law Clerk,620,501,MT9697,Johnson v. Wilson,Litigation,CL9821,Emily Lewis,8/21/2024,128,64128,121,60621,598,715,94.53,30.84,132,66132,501,11/29/2024,9,Court Appearance for Johnson v. Wilson,Yes,No
TK0569,Brian Johnson,Of Counsel,1422,1336,MT2529,Drake v. Young,Litigation,CL2788,"Horton, Cook and Summers",5/12/2023,37,49432,35,46760,1519,637,94.59,23.42,47,62792,1336,11/29/2024,6,Court Appearance for Drake v. Young,No,Yes
TK4042,Dr. Elizabeth Gomez DVM,Partner,1321,1233,MT4231,Morse v. Greene,Criminal Case,CL6586,Courtney Love,1/8/2025,138,170154,130,160290,1247,108,94.2,33.25,143,176319,1233,4/21/2024,1,Draft Motion for Morse v. Greene,Yes,No
TK3083,Kenneth Mahoney,Law Clerk,942,767,MT7924,Lewis v. Marshall,Patent Filing,CL8178,"West, Lynch and Anderson",2/24/2024,42,32214,29,22243,1147,942,69.05,9.5,50,38350,767,10/13/2024,2,Court Appearance for Lewis v. Marshall,Yes,No
TK2387,Jamie Miller,Law Clerk,172,83,MT9709,Martinez v. Velasquez,Patent Filing,CL7521,Klein-Avila,1/5/2024,82,6806,75,6225,958,432,91.46,18.39,100,8300,83,7/28/2024,3,Research Case Law for Martinez v. Velasquez,No,Yes
TK9423,Lisa Fields,Paralegal,1300,1250,MT6313,Harding v. Ellis,Patent Filing,CL2372,Timothy Myers,5/12/2023,118,147500,118,147500,1560,533,100,41.7,119,148750,1250,11/4/2024,6,Draft Motion for Harding v. Ellis,No,Yes
TK0192,Monica Sanchez,Paralegal,450,324,MT4099,Henry v. Alexander,M&A,CL8431,Jennifer Jones,12/3/2023,121,39204,118,38232,1250,677,97.52,33.24,133,43092,324,6/27/2024,2,Draft Motion for Henry v. Alexander,No,No
TK4443,Brandon Lee,Associate,1439,1307,MT5071,Higgins v. Hobbs,M&A,CL3095,Shaun Nguyen,10/17/2024,69,90183,53,69271,1397,56,76.81,54.76,69,90183,1307,6/15/2024,2,Draft Motion for Higgins v. Hobbs,Yes,Yes
TK6575,Jason Jones,Of Counsel,658,533,MT1265,Skinner v. Steele,Divorce,CL1634,Smith Inc,4/29/2024,135,71955,121,64493,1752,903,89.63,93.75,140,74620,533,7/17/2024,10,Document Review for Skinner v. Steele,No,No
TK4343,Melissa Johnson,Associate,778,695,MT3571,Hanson v. White,Criminal Case,CL5788,"Webster, Hicks and Walton",1/22/2025,126,87570,126,87570,1346,475,100,25.82,139,96605,695,11/26/2024,1,Research Case Law for Hanson v. White,No,No
TK4596,Anthony Zimmerman,Of Counsel,1209,1159,MT7136,Nelson v. Wood,Patent Filing,CL8030,"King, Williamson and Cunningham",6/18/2023,148,171532,143,165737,1341,471,96.62,40.66,149,172691,1159,12/21/2024,4,Client Meeting for Nelson v. Wood,Yes,Yes
TK4845,John Webb,Paralegal,736,708,MT8544,Graham v. Lewis,Criminal Case,CL2945,"Mullins, Griffith and Pennington",10/4/2024,63,44604,43,30444,423,160,68.25,37.5,71,50268,708,6/8/2024,4,Court Appearance for Graham v. Lewis,No,No
TK2045,Meghan Mccoy,Of Counsel,1039,974,MT7157,Vincent v. Mills,M&A,CL7937,Mcclure-Price,1/12/2024,72,70128,57,55518,653,566,79.17,17.73,78,75972,974,6/2/2024,2,Court Appearance for Vincent v. Mills,Yes,Yes
TK6621,Arthur Taylor,Paralegal,1308,1146,MT5351,Martinez v. Aguirre,M&A,CL9446,"Pierce, Walton and Roman",3/23/2023,61,69906,57,65322,24,530,93.44,53.98,69,79074,1146,6/24/2024,1,Document Review for Martinez v. Aguirre,Yes,No
TK2499,Melissa Brown,Paralegal,1345,1310,MT0618,Bailey v. Dunlap,Patent Filing,CL4196,Lee Ltd,4/25/2023,74,96940,66,86460,1074,144,89.19,18.23,78,102180,1310,1/1/2025,5,Client Meeting for Bailey v. Dunlap,No,Yes
TK1708,Rita Fitzpatrick,Partner,1239,1078,MT0873,Davenport v. Price,Divorce,CL3919,Stephenson-Adkins,6/23/2024,35,37730,24,25872,370,48,68.57,25,38,40964,1078,10/9/2024,6,Research Case Law for Davenport v. Price,No,Yes
TK5266,James Williams,Paralegal,972,824,MT9301,Roberts v. Young,Patent Filing,CL2954,Amanda Parker,3/21/2024,87,71688,78,64272,721,6,89.66,18.2,101,83224,824,10/14/2024,5,Court Appearance for Roberts v. Young,No,Yes
TK1317,Donald Smith,Of Counsel,667,514,MT8971,Johnson v. Miller,Criminal Case,CL9910,Olson-Cohen,12/8/2024,40,20560,23,11822,706,145,57.5,10.55,51,26214,514,10/13/2024,4,Draft Motion for Johnson v. Miller,Yes,Yes
TK2648,Christine Carrillo,Paralegal,409,287,MT2610,Taylor v. Owens,Criminal Case,CL8586,Danny Franco,9/1/2023,38,10906,26,7462,739,903,68.42,12.88,38,10906,287,1/20/2025,7,Client Meeting for Taylor v. Owens,Yes,No
TK6751,Susan Burgess,Partner,1351,1325,MT8787,Parker v. Abbott,Litigation,CL7785,"Hutchinson, Duran and Bell",2/19/2025,63,83475,50,66250,375,985,79.37,17.12,75,99375,1325,7/27/2024,3,Court Appearance for Parker v. Abbott,Yes,No
TK8910,Juan Vargas,Associate,685,562,MT2181,Watts v. Gordon,Divorce,CL6937,Crystal Young,8/3/2023,143,80366,136,76432,245,967,95.1,36.11,144,80928,562,9/26/2024,5,Research Case Law for Watts v. Gordon,No,No
TK7646,Tanner Hess,Law Clerk,907,873,MT0461,Nichols v. Faulkner,Patent Filing,CL9592,Cunningham-Rogers,2/7/2025,24,20952,12,10476,1328,240,50,5.85,26,22698,873,6/11/2024,9,Research Case Law for Nichols v. Faulkner,Yes,No
TK2513,Emma Harris,Law Clerk,344,164,MT7081,Rodriguez v. Cervantes,Criminal Case,CL5760,"Everett, Russell and Meyers",11/17/2024,143,23452,131,21484,511,80,91.61,72.22,149,24436,164,1/7/2025,5,Court Appearance for Rodriguez v. Cervantes,Yes,No
TK3561,Margaret Ward,Associate,1439,1366,MT9642,Rogers v. Gibson,M&A,CL4732,"Gregory, Silva and Adkins",8/28/2023,121,165286,106,144796,508,22,87.6,98.37,125,170750,1366,1/29/2025,3,Draft Motion for Rogers v. Gibson,Yes,Yes
TK9740,Colleen Mitchell,Associate,541,482,MT7637,Raymond v. Hicks,Litigation,CL1664,"Phillips, Haynes and Hendricks",6/13/2024,97,46754,77,37114,1263,94,79.38,74.62,105,50610,482,3/25/2024,2,Research Case Law for Raymond v. Hicks,Yes,No
TK9288,Andres Harris,Partner,1118,1082,MT1438,Gonzalez v. Byrd,M&A,CL2718,James Phillips,8/5/2023,75,81150,62,67084,725,190,82.67,19.38,77,83314,1082,4/22/2024,10,Document Review for Gonzalez v. Byrd,No,Yes
TK5317,Michael Thornton,Associate,1453,1292,MT0587,Petty v. Hoffman,M&A,CL1382,Jackson-Johnson,12/5/2024,52,67184,35,45220,1362,511,67.31,11.66,65,83980,1292,12/25/2024,1,Document Review for Petty v. Hoffman,Yes,Yes
TK6759,Joshua Sanchez,Partner,989,882,MT7004,Moore v. Jefferson,Litigation,CL7271,Elizabeth Marshall,11/29/2023,41,36162,25,22050,1820,218,60.98,8.32,42,37044,882,9/23/2024,4,Client Meeting for Moore v. Jefferson,Yes,Yes
TK7811,Brandon Drake,Of Counsel,346,276,MT9024,Smith v. Whitney,M&A,CL3707,Sullivan LLC,5/11/2024,108,29808,106,29256,1621,35,98.15,21.64,117,32292,276,1/14/2025,2,Document Review for Smith v. Whitney,No,Yes
TK7431,Kevin Black,Law Clerk,1142,947,MT9947,Hall v. Nash,Litigation,CL9854,"Williamson, Beard and Harris",8/12/2023,34,32198,25,23675,923,251,73.53,7.01,36,34092,947,9/4/2024,6,Court Appearance for Hall v. Nash,Yes,Yes
TK2327,Sherry Davidson,Paralegal,578,537,MT6493,Webster v. Allen,Litigation,CL6370,Garcia Group,3/19/2024,180,96660,168,90216,1437,87,93.33,49.86,182,97734,537,1/13/2025,7,Client Meeting for Webster v. Allen,Yes,Yes
TK0411,Michael Miller,Paralegal,1435,1348,MT2624,Hernandez v. Ward,Litigation,CL9187,Hernandez-Cross,12/5/2023,151,203548,141,190068,499,98,93.38,37.94,157,211636,1348,5/29/2024,5,Court Appearance for Hernandez v. Ward,No,No
TK2729,Peggy Mitchell,Associate,1399,1366,MT8374,Boyle v. Thornton,Patent Filing,CL9699,Madeline Wilcox,1/8/2025,75,102450,66,90156,952,450,88,64.1,83,113378,1366,2/21/2025,5,Research Case Law for Boyle v. Thornton,Yes,No
TK2205,Destiny Velasquez,Partner,191,179,MT6141,Gomez v. Duran,Criminal Case,CL9819,Rebecca Rodriguez,8/7/2024,139,24881,121,21659,1372,972,87.05,30.82,149,26671,179,2/12/2025,10,Client Meeting for Gomez v. Duran,Yes,Yes
TK4156,Jennifer Lawson,Of Counsel,324,144,MT0355,Watson v. Adams,Criminal Case,CL3710,Lisa Black,10/19/2024,80,11520,78,11232,482,442,97.5,33.9,86,12384,144,10/17/2024,5,Client Meeting for Watson v. Adams,Yes,No
TK8687,Susan Snow,Of Counsel,749,709,MT4929,Wilson v. Stewart,Divorce,CL2092,Smith-Lewis,8/12/2023,38,26942,37,26233,429,162,97.37,18.36,58,41122,709,12/11/2024,4,Draft Motion for Wilson v. Stewart,Yes,Yes
TK4217,Jesus Lewis,Law Clerk,877,861,MT0005,Cardenas v. Taylor,Litigation,CL2670,Roberts Group,3/3/2024,114,98154,114,98154,98,961,100,87.69,126,108486,861,2/3/2025,3,Document Review for Cardenas v. Taylor,Yes,Yes
TK9725,Joshua Chen,Law Clerk,1005,873,MT3714,Reyes v. Vasquez,Criminal Case,CL7692,Austin Fischer,6/11/2024,129,112617,114,99522,1664,394,88.37,120.56,131,114363,873,5/28/2024,10,Court Appearance for Reyes v. Vasquez,No,No
TK2736,James Lawrence,Associate,303,248,MT3635,Coleman v. Mitchell,M&A,CL4035,Jennifer Cunningham,3/6/2024,59,14632,42,10416,1086,863,71.19,57.84,78,19344,248,6/1/2024,10,Court Appearance for Coleman v. Mitchell,Yes,Yes
TK6178,Gwendolyn Baxter,Law Clerk,738,565,MT5038,Smith v. Parker,M&A,CL4936,"Rodriguez, Davis and Rojas",4/7/2024,174,98310,171,96615,1379,121,98.28,122.54,186,105090,565,6/22/2024,2,Document Review for Smith v. Parker,Yes,No
TK5666,Jennifer Bowers,Partner,977,778,MT5179,Simmons v. Chandler,Divorce,CL9942,"Mendoza, Hansen and Peterson",5/24/2024,123,95694,115,89470,1959,287,93.5,31.7,143,111254,778,3/16/2025,6,Court Appearance for Simmons v. Chandler,Yes,No
TK3862,Thomas Brown,Paralegal,1309,1283,MT5809,Stafford v. Johnson,M&A,CL7367,Lozano-Decker,7/25/2023,38,48754,25,32075,1207,118,65.79,9.95,40,51320,1283,2/14/2025,8,Draft Motion for Stafford v. Johnson,No,No
TK7849,Tammy Brown,Paralegal,419,405,MT6991,Chavez v. Rhodes,Patent Filing,CL2584,Curry-Flores,10/18/2024,52,21060,49,19845,1139,245,94.23,16.46,61,24705,405,6/20/2024,5,Court Appearance for Chavez v. Rhodes,No,Yes
TK0435,Virginia Thomas,Law Clerk,1390,1342,MT0274,Robinson v. Austin,Litigation,CL3516,Jones Ltd,2/25/2025,48,64416,29,38918,785,654,60.42,12.66,57,76494,1342,4/30/2024,10,Draft Motion for Robinson v. Austin,Yes,Yes
TK1695,Mark Palmer,Partner,252,128,MT1794,Wagner v. Stewart,Criminal Case,CL2567,Lopez and Sons,11/3/2024,134,17152,125,16000,1413,64,93.28,34.27,143,18304,128,5/2/2024,8,Draft Motion for Wagner v. Stewart,Yes,Yes
TK4848,Thomas Humphrey,Associate,705,528,MT9891,Klein v. Kaiser,Litigation,CL6939,Matthew Greene,12/23/2024,97,51216,90,47520,1433,718,92.78,32.12,101,53328,528,10/7/2024,3,Court Appearance for Klein v. Kaiser,No,No
TK5422,Kristy Bailey,Partner,1225,1189,MT3514,Lamb v. Liu,Divorce,CL2893,Smith-Bryant,6/24/2023,101,120089,90,107010,567,780,89.11,67.33,113,134357,1189,7/10/2024,9,Draft Motion for Lamb v. Liu,No,No
TK6803,Carla Jones,Law Clerk,1299,1155,MT8265,Mays v. Ochoa,Criminal Case,CL3857,Henry-Brown,6/26/2024,117,135135,100,115500,128,315,85.47,30.79,136,157080,1155,9/20/2024,10,Document Review for Mays v. Ochoa,Yes,No
TK1986,Johnny Coleman,Law Clerk,1223,1062,MT0568,Solis v. Smith,Criminal Case,CL1507,Murray-Anderson,9/10/2024,146,155052,133,141246,1023,66,91.1,41.83,162,172044,1062,8/31/2024,7,Client Meeting for Solis v. Smith,No,Yes
TK9219,William Leach,Law Clerk,624,542,MT3928,Brown v. Brown,Patent Filing,CL4507,Richard Ritter,8/5/2024,135,73170,121,65582,573,302,89.63,29.93,143,77506,542,7/25/2024,2,Research Case Law for Brown v. Brown,No,No
TK2626,James Howard,Law Clerk,452,254,MT1636,White v. Hansen,Criminal Case,CL4081,Mcdonald Group,5/30/2024,195,49530,179,45466,629,48,91.79,57.18,210,53340,254,6/13/2024,4,Client Meeting for White v. Hansen,No,Yes
TK0365,Antonio Cox,Of Counsel,663,657,MT8068,Schroeder v. Nichols,Criminal Case,CL4880,Robinson-Bennett,3/24/2023,79,51903,77,50589,1704,8,97.47,57.25,83,54531,657,3/31/2024,6,Client Meeting for Schroeder v. Nichols,No,Yes
TK1255,Alan Parks,Paralegal,883,844,MT4899,Good v. Turner,Litigation,CL6710,"Smith, Grant and Davis",2/26/2025,45,37980,28,23632,1854,859,62.22,9.39,65,54860,844,6/20/2024,5,Draft Motion for Good v. Turner,Yes,No
TK8880,Clinton Thomas,Associate,448,431,MT0208,Steele v. Williams,Criminal Case,CL8765,Ferguson-Lewis,10/10/2024,43,18533,34,14654,1783,230,79.07,17.77,45,19395,431,4/3/2024,4,Document Review for Steele v. Williams,Yes,Yes
TK6342,Mark Chung,Associate,353,162,MT5660,Smith v. Roth,Litigation,CL4943,Lori Cameron,12/4/2024,134,21708,125,20250,1488,97,93.28,69.43,154,24948,162,7/31/2024,6,Client Meeting for Smith v. Roth,Yes,No
TK5737,Breanna Gutierrez,Associate,943,812,MT9669,Kelley v. Clark,Divorce,CL8877,"Phelps, George and Carey",6/4/2024,72,58464,68,55216,1894,314,94.44,48.32,89,72268,812,11/15/2024,7,Draft Motion for Kelley v. Clark,No,Yes
TK5398,Amber Lopez,Partner,767,760,MT5175,Brandt v. Wilson,Patent Filing,CL9388,"Preston, Yates and Harper",5/7/2023,139,105640,130,98800,1625,335,93.53,35.19,157,119320,760,2/3/2025,5,Document Review for Brandt v. Wilson,Yes,Yes
TK7954,Samantha Cruz,Paralegal,652,560,MT1776,Mccoy v. Mullins,Divorce,CL5967,Stevenson Inc,4/2/2024,59,33040,55,30800,191,14,93.22,35.12,79,44240,560,8/15/2024,8,Research Case Law for Mccoy v. Mullins,Yes,Yes
TK0854,Jacob Mathis,Law Clerk,926,838,MT1842,Moreno v. Dorsey,Divorce,CL6471,Michael Gross,2/24/2025,145,121510,135,113130,829,248,93.1,52.54,146,122348,838,6/28/2024,1,Court Appearance for Moreno v. Dorsey,No,Yes
TK0825,Nancy Williams,Partner,773,584,MT4299,Campbell v. Smith,Divorce,CL9551,Bradley-Gomez,10/31/2024,47,27448,31,18104,609,118,65.96,25.13,62,36208,584,8/16/2024,8,Client Meeting for Campbell v. Smith,No,No
TK3330,Amy Hayden,Law Clerk,1097,981,MT2233,Edwards v. Roman,M&A,CL9044,"Stone, Huber and Lindsey",9/13/2023,39,38259,33,32373,1119,21,84.62,32.23,47,46107,981,8/2/2024,1,Document Review for Edwards v. Roman,Yes,No
TK6258,Kristine Mckay,Of Counsel,276,113,MT3577,King v. Martin,Patent Filing,CL8644,Denise Norris,7/9/2023,36,4068,35,3955,1751,958,97.22,8.29,54,6102,113,9/6/2024,3,Court Appearance for King v. Martin,Yes,Yes
TK9628,Kristin Morrison,Associate,1227,1127,MT7607,Taylor v. King,M&A,CL7610,"Green, Morris and Alexander",5/30/2024,61,68747,54,60858,1290,456,88.52,31.44,63,71001,1127,1/18/2025,6,Draft Motion for Taylor v. King,No,No
TK5514,Veronica Mcdowell,Associate,316,270,MT0351,Jenkins v. Cooper,Divorce,CL0541,Jason Nelson,9/4/2023,127,34290,109,29430,46,843,85.83,39.32,139,37530,270,6/16/2024,3,Client Meeting for Jenkins v. Cooper,No,No
TK5464,Dr. Jennifer Rodriguez,Paralegal,567,506,MT1132,Douglas v. Montoya,Litigation,CL1063,"Patel, Gonzalez and Johnson",6/11/2023,144,72864,128,64768,653,207,88.89,52.55,164,82984,506,12/6/2024,6,Court Appearance for Douglas v. Montoya,No,No
